airline,origin,dest,month,day_of_week,hour,distance,delayed
SG,PNQ,CCU,11,3,18,598,0
IX,BLR,DEL,1,3,9,1080,1
IX,PNQ,AMD,10,2,6,785,1
AS,SFO,JFK,3,1,19,1374,1
DL,DFW,ATL,1,2,17,1357,1
6E,PNQ,GOI,6,2,12,230,0
AS,DEN,ATL,10,1,10,511,0
NK,DEN,PHX,9,6,7,968,1
AI,HYD,PNQ,9,1,18,730,1
F9,MIA,ORD,12,4,18,579,1
UA,MIA,PHX,10,0,19,387,0
AS,PHX,MIA,5,3,5,178,0
AA,PHX,ATL,5,6,10,1324,0
B6,JFK,ORD,5,0,14,740,1
F9,LAS,PHX,7,1,6,256,1
UK,DEL,BOM,1,6,20,710,1
B6,BOS,DEN,12,0,17,166,1
F9,JFK,PHX,3,0,5,348,0
SG,BLR,MAA,2,6,9,180,1
QP,MAA,BLR,9,5,19,180,1
AA,JFK,DFW,12,0,19,1391,1
UA,ATL,MIA,5,0,19,595,0
B6,SEA,JFK,8,4,20,587,1
IX,BLR,DEL,10,3,16,1080,0
DL,ORD,SFO,12,0,10,1012,1
UA,SEA,DFW,11,0,10,845,1
UK,BOM,AMD,9,4,18,275,1
6E,MAA,PNQ,10,2,18,696,1
DL,ATL,DEN,2,1,12,628,1
6E,BLR,COK,10,1,13,230,1
6E,HYD,COK,5,5,18,331,1
WN,PHX,ATL,11,2,13,277,0
UK,MAA,COK,12,2,9,340,1
AA,DFW,LAS,8,0,9,407,1
NK,MIA,ORD,3,1,22,669,1
6E,BLR,BOM,2,1,17,520,0
AI,BOM,COK,5,6,5,670,0
UA,SEA,MIA,5,2,15,968,0
B6,ATL,DEN,1,0,22,1126,1
WN,SEA,DFW,3,2,7,1017,0
AI,HYD,DEL,11,1,17,780,0
SG,PNQ,AMD,9,4,7,357,1
UA,ORD,SFO,6,6,10,659,1
AI,BOM,AMD,2,2,15,275,0
UK,COK,CCU,3,2,16,1387,0
UK,HYD,BOM,4,1,12,390,0
IX,CCU,HYD,9,4,13,740,0
AS,LAS,ORD,3,2,6,910,0
SG,HYD,GOI,7,5,14,1189,1
AI,BOM,BLR,10,2,22,520,1
IX,HYD,COK,6,6,18,584,1
UK,AMD,BLR,9,6,11,1306,1
WN,BOS,SEA,8,4,22,296,1
AA,DEN,DFW,9,2,19,641,1
UA,ATL,DEN,5,2,6,984,1
B6,PHX,LAX,5,3,21,943,0
B6,SFO,PHX,12,4,10,394,0
QP,BOM,DEL,2,1,22,710,1
AA,LAS,ATL,6,6,6,675,1
UK,COK,MAA,8,4,20,340,0
F9,JFK,MIA,7,5,18,1090,1
SG,HYD,MAA,6,3,19,320,1
6E,DEL,CCU,6,2,18,810,1
WN,SFO,DFW,8,3,9,1079,1
F9,DFW,ORD,8,2,11,815,0
WN,LAX,ATL,11,4,8,1946,1
QP,BLR,CCU,4,0,6,970,1
F9,ATL,ORD,8,3,21,606,1
AI,AMD,COK,2,0,19,982,1
UA,BOS,DEN,9,6,12,866,1
B6,SFO,DFW,10,5,11,1041,0
AS,MIA,DEN,9,0,7,1304,1
AA,DEN,LAX,4,2,6,862,1
AS,PHX,ORD,2,3,20,239,1
6E,AMD,GOI,8,0,9,1302,1
AS,SFO,PHX,10,0,16,1145,0
AI,AMD,BOM,9,1,11,275,1
AA,BOS,MIA,8,4,11,1258,1
DL,JFK,LAX,9,6,10,2475,1
NK,SFO,LAS,11,1,10,414,0
NK,SEA,DEN,5,5,17,1024,1
UA,LAS,SEA,8,6,12,568,1
DL,DFW,LAS,3,2,12,520,1
SG,BOM,DEL,5,2,10,710,1
6E,DEL,MAA,1,0,8,1090,1
SG,HYD,MAA,6,1,9,320,1
6E,MAA,DEL,10,3,17,1090,0
NK,SFO,DEN,7,2,17,1260,1
UK,DEL,HYD,12,3,10,780,1
NK,DFW,ATL,8,4,12,298,1
6E,BLR,BOM,10,6,9,520,1
DL,ATL,ORD,9,5,17,606,0
NK,LAS,MIA,3,5,6,1120,1
AS,LAX,DEN,5,5,21,862,1
AI,PNQ,COK,4,5,8,438,0
AS,DFW,BOS,3,2,9,806,0
6E,MAA,DEL,10,2,5,1090,1
B6,SEA,DEN,7,6,21,1024,1
IX,CCU,HYD,10,0,6,740,1
AS,BOS,SEA,12,5,17,1381,1
AA,SEA,DFW,1,0,17,1354,1
SG,HYD,CCU,9,5,13,740,1
AS,DEN,DFW,8,2,20,641,1
WN,LAS,BOS,4,3,6,984,1
UK,HYD,GOI,10,3,13,771,1
WN,SEA,JFK,11,3,14,814,1
AI,COK,BLR,10,2,19,230,0
6E,PNQ,COK,12,1,12,763,0
AA,ORD,DFW,11,6,19,1304,1
6E,BOM,PNQ,5,0,17,90,1
QP,BLR,COK,6,3,21,230,1
6E,BLR,DEL,11,2,7,1080,0
IX,DEL,GOI,8,2,13,940,1
6E,BLR,BOM,7,0,13,520,1
QP,CCU,DEL,3,0,20,810,1
WN,PHX,JFK,3,1,21,831,0
IX,COK,BOM,4,0,16,670,1
UA,SFO,DFW,1,5,10,1052,0
AI,DEL,COK,11,0,13,1280,0
UA,DEN,PHX,9,6,20,375,1
F9,ATL,LAX,7,0,9,1946,1
AI,DEL,CCU,10,1,5,810,0
WN,MIA,LAS,4,6,5,266,0
NK,ORD,SEA,2,4,17,1149,1
AA,BOS,ATL,12,1,17,837,1
AI,COK,PNQ,10,6,16,1139,0
AA,DFW,SFO,1,0,5,796,1
AA,PHX,SEA,12,2,6,1107,1
AI,GOI,MAA,11,1,22,318,1
AI,BOM,PNQ,9,5,19,90,1
F9,BOS,PHX,7,5,9,1039,1
F9,BOS,DEN,3,0,9,324,1
UK,GOI,BOM,5,0,17,265,1
QP,CCU,BLR,1,1,6,970,1
AI,HYD,DEL,3,2,21,780,1
B6,JFK,SFO,2,1,17,700,1
NK,BOS,LAX,2,0,21,620,1
WN,LAS,BOS,8,2,17,1085,1
UA,LAX,ATL,10,5,5,1946,1
AI,DEL,MAA,10,2,16,1090,0
F9,ORD,DEN,5,5,17,888,1
AI,AMD,GOI,6,6,17,393,1
QP,GOI,DEL,3,5,7,940,0
UA,ORD,SEA,10,0,18,521,1
AS,ORD,DEN,12,2,11,888,1
UK,BLR,CCU,12,5,22,970,1
AS,BOS,LAX,11,1,12,595,1
F9,BOS,ATL,6,1,5,849,1
QP,BOM,DEL,10,4,8,710,1
F9,MIA,BOS,10,3,7,1258,1
6E,DEL,MAA,2,1,15,1090,1
SG,COK,AMD,2,4,11,671,0
AI,DEL,BLR,12,3,5,1080,1
AA,BOS,ORD,7,3,14,867,0
F9,LAX,BOS,1,3,17,721,1
AA,ATL,SEA,8,6,20,501,1
B6,PHX,LAS,7,0,19,256,1
AS,SEA,JFK,8,4,8,1100,1
UK,DEL,BOM,3,1,20,710,1
B6,JFK,SFO,7,3,20,266,1
SG,AMD,HYD,5,5,22,1043,0
NK,LAS,SEA,6,0,11,887,0
UA,DEN,SFO,2,3,12,508,0
AA,DFW,DEN,11,4,21,641,1
WN,MIA,ATL,1,5,14,595,0
QP,GOI,HYD,6,3,5,1164,1
DL,LAX,SFO,4,3,20,337,0
NK,PHX,JFK,12,0,21,1177,1
IX,MAA,CCU,9,5,6,850,1
WN,DFW,LAS,4,1,5,1200,1
WN,DEN,JFK,11,3,22,1207,0
UK,BOM,PNQ,1,3,14,90,0
UK,BLR,PNQ,1,0,12,460,0
AS,MIA,ATL,6,4,20,595,0
SG,BOM,MAA,5,1,16,640,1
UK,DEL,HYD,12,2,9,780,1
QP,BLR,CCU,12,2,5,970,1
UA,LAS,ORD,8,1,15,1021,1
NK,MIA,LAX,12,1,17,1140,0
AS,ATL,BOS,3,4,14,1328,1
F9,SEA,LAX,4,4,15,954,1
IX,HYD,PNQ,10,4,7,1041,0
AS,MIA,LAS,10,6,7,320,1
WN,BOS,DEN,2,5,17,1038,0
UK,BOM,GOI,7,2,19,265,0
QP,BLR,COK,4,1,6,230,1
AS,JFK,DFW,8,5,15,1391,1
UK,AMD,BLR,5,6,21,1130,0
AA,PHX,LAS,11,2,7,256,0
IX,PNQ,BOM,8,1,18,90,1
DL,SFO,JFK,4,4,18,636,0
6E,COK,AMD,7,6,17,1098,1
UA,JFK,SFO,1,6,11,1298,1
UA,MIA,DEN,10,0,21,582,0
UK,BOM,CCU,6,2,15,1030,1
AS,ATL,BOS,7,5,20,1355,1
F9,SFO,DFW,5,5,16,1269,0
AS,BOS,SFO,8,1,7,869,1
AA,ORD,ATL,6,0,9,606,1
SG,GOI,BOM,7,2,13,265,0
SG,MAA,CCU,7,6,16,850,1
SG,GOI,DEL,11,3,10,940,1
SG,DEL,CCU,9,5,9,810,1
QP,PNQ,DEL,3,3,7,730,1
SG,AMD,GOI,4,0,9,1123,1
IX,BLR,AMD,2,1,5,1169,0
IX,MAA,BOM,4,5,9,640,1
6E,AMD,CCU,8,6,12,1228,0
AS,ORD,DEN,7,1,9,888,0
SG,GOI,CCU,10,3,16,214,1
WN,BOS,ORD,8,4,10,867,1
UK,DEL,CCU,3,6,12,810,0
AI,BLR,BOM,12,0,18,520,1
UA,LAX,DEN,7,1,12,862,0
NK,MIA,SFO,8,1,14,432,0
WN,JFK,DEN,10,1,5,781,0
QP,CCU,DEL,9,3,8,810,0
UK,PNQ,BLR,10,5,9,460,0
B6,ORD,SEA,3,1,6,1382,1
NK,BOS,PHX,8,2,15,767,0
F9,LAX,JFK,6,0,12,2475,0
UA,SEA,MIA,12,5,6,672,1
IX,GOI,AMD,9,3,17,529,1
UK,MAA,BOM,3,3,17,640,0
UK,COK,DEL,11,2,12,1280,0
UA,MIA,BOS,2,3,9,1258,0
IX,DEL,PNQ,11,4,19,730,1
AI,COK,MAA,8,4,5,340,1
UK,GOI,BLR,11,4,19,310,0
AA,LAX,JFK,11,5,18,2475,1
AS,LAX,DFW,11,3,15,1235,1
UA,MIA,SFO,3,4,7,423,1
IX,GOI,BOM,12,3,13,265,0
AI,BLR,DEL,12,1,22,1080,0
SG,GOI,PNQ,8,3,12,230,1
F9,MIA,BOS,4,0,6,1258,0
6E,HYD,DEL,9,6,12,780,0
DL,DEN,ORD,5,1,18,888,1
SG,BLR,HYD,8,4,9,310,1
SG,CCU,AMD,1,4,22,399,1
NK,ORD,MIA,8,3,7,712,1
F9,PHX,DEN,4,5,22,979,1
WN,SEA,DFW,11,4,21,296,0
AA,LAS,ORD,7,5,17,428,1
B6,ATL,DEN,5,6,12,578,1
IX,GOI,DEL,2,4,22,940,1
SG,HYD,GOI,6,3,19,1155,0
SG,PNQ,GOI,2,4,12,230,0
UA,MIA,ATL,12,6,20,595,1
AI,DEL,HYD,11,0,12,780,0
AS,ORD,DFW,11,3,15,827,0
SG,COK,AMD,1,1,15,879,1
6E,MAA,DEL,11,2,19,1090,1
QP,PNQ,AMD,3,3,7,284,0
WN,ORD,ATL,8,6,18,606,1
F9,DFW,SEA,11,0,7,400,1
QP,BLR,PNQ,3,2,12,460,1
UK,BLR,HYD,8,0,7,310,1
6E,DEL,HYD,12,6,10,780,1
F9,DEN,BOS,7,1,19,857,1
QP,GOI,HYD,5,3,18,235,1
WN,SFO,PHX,8,1,21,340,0
SG,PNQ,HYD,5,1,16,1253,1
IX,PNQ,COK,8,5,16,1177,1
AI,DEL,COK,8,6,10,1280,0
UA,LAS,JFK,6,1,7,645,0
NK,PHX,DFW,5,5,17,524,1
6E,COK,BOM,1,4,17,670,0
6E,COK,HYD,1,2,21,501,0
DL,JFK,SEA,11,4,16,340,1
AI,HYD,AMD,12,3,21,720,1
UK,CCU,GOI,9,5,15,202,1
UK,COK,GOI,11,5,16,359,0
DL,ORD,SFO,6,1,21,1258,0
IX,COK,HYD,2,3,19,679,1
6E,CCU,AMD,2,4,10,778,0
UK,GOI,PNQ,7,0,16,230,1
B6,SEA,LAS,1,5,12,280,0
B6,BOS,DEN,11,1,11,720,0
AI,BLR,BOM,4,4,19,520,0
UA,LAS,DEN,9,5,13,547,0
IX,CCU,AMD,5,2,22,180,0
AA,SEA,DFW,6,6,16,937,1
NK,LAS,PHX,4,1,18,256,0
UK,PNQ,BLR,3,0,16,460,1
AI,BLR,GOI,6,0,22,310,1
AS,LAX,PHX,8,1,7,473,0
UA,SFO,BOS,7,5,15,182,1
NK,LAX,LAS,4,2,19,429,1
AI,COK,CCU,8,1,5,746,1
AI,HYD,DEL,3,2,20,780,0
QP,MAA,BLR,7,2,20,180,0
WN,JFK,SFO,2,2,16,156,1
F9,LAS,DFW,9,0,8,647,1
B6,SEA,LAX,8,6,17,954,1
AS,ORD,SFO,8,0,5,749,1
F9,MIA,SFO,2,4,19,392,1
UK,PNQ,GOI,2,6,14,230,1
DL,DEN,PHX,7,1,22,559,1
DL,SEA,MIA,12,6,16,1128,0
UA,LAS,BOS,6,2,14,1078,1
UA,LAS,ORD,7,0,22,1102,0
UA,DEN,MIA,9,4,16,255,1
NK,DFW,SFO,3,4,17,1036,0
QP,DEL,BLR,7,4,20,1080,0
NK,JFK,PHX,4,1,7,1301,1
UK,CCU,BOM,5,1,5,1030,0
AA,SEA,DEN,2,3,16,1024,1
6E,BLR,DEL,3,2,14,1080,1
AA,DEN,MIA,2,1,14,930,0
QP,AMD,GOI,10,0,17,1335,1
SG,HYD,GOI,5,4,22,582,1
DL,JFK,SEA,3,6,22,738,1
UK,BLR,PNQ,10,4,8,460,0
6E,PNQ,GOI,12,6,17,230,0
AA,SEA,JFK,1,1,16,652,1
B6,PHX,LAS,12,1,14,256,1
UK,PNQ,COK,3,3,12,272,0
UK,GOI,HYD,12,0,14,571,1
B6,MIA,SEA,1,2,15,1278,0
AA,JFK,ORD,6,5,6,740,1
IX,DEL,COK,11,4,17,1280,1
AS,LAS,PHX,7,4,18,256,1
AS,DFW,BOS,11,5,20,700,0
IX,HYD,PNQ,9,5,10,1358,1
QP,GOI,CCU,9,3,14,859,1
AS,SEA,MIA,7,3,12,373,1
B6,ORD,DFW,11,3,19,310,0
B6,ATL,ORD,9,1,22,606,1
QP,COK,CCU,6,4,6,883,1
UK,HYD,CCU,9,2,18,740,1
SG,MAA,AMD,5,1,17,165,0
B6,LAS,DFW,1,1,20,1102,1
6E,GOI,PNQ,4,5,8,230,1
WN,DFW,MIA,8,3,10,654,1
AI,BLR,DEL,5,0,16,1080,1
IX,AMD,PNQ,11,6,7,1054,1
AI,PNQ,GOI,10,5,6,230,0
SG,GOI,CCU,2,4,16,1380,0
QP,GOI,DEL,9,3,16,940,1
B6,JFK,SEA,1,5,9,692,1
IX,CCU,BOM,12,2,9,1030,1
QP,DEL,HYD,11,4,7,780,1
AS,LAX,SFO,12,6,7,337,1
6E,PNQ,MAA,5,3,5,170,1
AI,GOI,AMD,12,0,5,592,1
UA,DEN,MIA,4,4,5,857,1
AS,PHX,SEA,11,6,21,1107,1
UK,PNQ,BLR,5,1,11,460,1
UK,BOM,COK,6,2,13,670,0
F9,LAS,BOS,3,1,15,659,1
AI,GOI,PNQ,10,1,9,230,0
6E,PNQ,DEL,11,4,18,730,1
UK,CCU,AMD,10,6,6,1207,1
QP,CCU,DEL,12,1,13,810,1
AS,BOS,LAS,2,5,19,305,0
UK,HYD,AMD,5,0,5,667,0
UA,JFK,MIA,6,1,15,1090,1
B6,LAS,BOS,8,0,12,1076,0
B6,BOS,SEA,4,2,18,589,0
DL,PHX,MIA,2,2,19,1305,1
AA,JFK,ATL,5,5,17,760,0
WN,JFK,DFW,8,2,6,1391,1
AA,DEN,JFK,2,0,21,169,1
NK,LAS,ORD,7,4,9,937,1
AS,BOS,ATL,12,0,18,225,0
WN,DFW,BOS,12,4,5,788,1
NK,BOS,PHX,10,2,19,760,1
QP,AMD,BOM,10,4,16,275,1
IX,COK,CCU,5,6,16,1228,1
AS,SFO,ORD,10,4,8,1058,1
AI,GOI,MAA,8,2,20,752,0
6E,PNQ,BOM,5,0,16,90,1
QP,COK,HYD,10,1,7,507,0
UA,ORD,LAS,1,2,18,261,1
AA,MIA,JFK,1,1,8,1090,0
6E,BOM,BLR,7,0,7,520,1
NK,SEA,MIA,1,2,16,1002,0
UA,PHX,BOS,5,2,19,519,1
SG,DEL,PNQ,4,3,10,730,0
AA,ORD,LAX,7,4,16,1744,0
WN,SEA,SFO,3,6,9,679,0
IX,AMD,DEL,8,3,15,470,0
UK,GOI,COK,8,0,14,415,1
DL,SFO,BOS,6,6,21,572,1
NK,BOS,SFO,10,6,6,711,1
6E,BOM,HYD,8,6,14,390,1
AS,SEA,ATL,11,5,20,1262,1
B6,BOS,LAS,2,6,9,457,1
NK,DEN,JFK,12,0,6,230,1
SG,BOM,GOI,9,5,21,265,1
AA,DFW,BOS,4,4,19,547,1
AA,DFW,LAX,8,1,7,1235,1
SG,COK,PNQ,8,6,5,1126,1
SG,CCU,COK,11,0,12,1215,1
UA,MIA,PHX,11,2,10,807,0
UA,ORD,SFO,2,6,15,1395,1
B6,ORD,ATL,8,1,8,606,1
SG,HYD,CCU,11,4,15,740,0
UA,LAS,LAX,3,0,16,723,0
IX,PNQ,BOM,1,6,12,90,0
UA,SFO,BOS,10,3,9,1205,1
NK,PHX,DFW,8,3,5,1057,0
UA,ATL,PHX,5,0,14,1276,0
IX,DEL,MAA,11,4,19,1090,1
NK,JFK,DFW,11,1,6,1391,0
6E,BLR,GOI,6,5,6,310,1
AI,PNQ,GOI,3,5,7,230,0
NK,JFK,SFO,9,4,12,694,0
AA,DFW,LAS,12,5,5,835,0
QP,MAA,COK,10,6,18,340,0
UA,JFK,DFW,11,2,17,1391,1
6E,GOI,MAA,12,4,22,838,1
DL,DFW,LAX,7,2,11,1235,0
AI,AMD,GOI,7,5,18,418,1
AA,DEN,ATL,1,6,15,1121,0
AI,MAA,HYD,4,2,14,320,1
DL,BOS,DEN,11,3,10,396,0
DL,MIA,LAS,12,6,7,881,1
UK,AMD,GOI,11,1,5,783,0
WN,DEN,DFW,5,4,10,641,1
UK,PNQ,MAA,11,3,10,184,1
6E,AMD,COK,7,0,20,768,1
SG,PNQ,CCU,12,0,6,794,1
F9,ORD,JFK,5,0,17,740,1
QP,COK,DEL,10,3,14,1280,0
NK,ORD,LAS,3,4,16,966,0
IX,MAA,DEL,10,5,19,1090,1
UK,MAA,PNQ,2,5,11,672,0
AI,PNQ,BOM,9,6,7,90,1
F9,MIA,ATL,2,3,11,595,1
UA,MIA,JFK,7,3,21,1090,1
AS,SFO,DFW,6,6,21,150,0
6E,GOI,CCU,12,1,20,232,0
WN,ORD,BOS,2,1,14,867,1
UK,BOM,COK,11,0,13,670,1
AA,SFO,JFK,9,3,15,183,1
AS,MIA,ATL,7,2,17,595,1
B6,SEA,DEN,9,0,8,1024,1
QP,MAA,BOM,3,6,5,640,1
B6,ATL,DEN,10,3,18,768,1
SG,HYD,COK,12,5,16,1193,1
B6,DEN,LAS,2,6,17,1159,1
6E,BLR,GOI,12,6,20,310,0
AS,JFK,DEN,7,4,9,169,0
SG,MAA,COK,6,6,21,340,1
SG,CCU,AMD,9,1,14,1338,1
QP,COK,DEL,4,0,16,1280,1
NK,DFW,ORD,8,6,10,982,1
AI,HYD,AMD,8,4,12,1311,0
F9,SFO,SEA,3,5,11,679,1
AS,DEN,SEA,11,3,12,1024,0
NK,JFK,MIA,4,2,22,1090,0
QP,CCU,BLR,6,0,9,970,1
F9,ORD,SEA,10,2,15,1382,1
NK,DEN,JFK,11,5,17,484,1
B6,LAX,LAS,6,2,11,755,0
IX,COK,BOM,5,6,7,670,1
DL,PHX,BOS,7,4,22,779,0
AA,LAX,DEN,11,1,14,862,1
SG,DEL,MAA,2,1,17,1090,1
F9,PHX,JFK,2,1,6,1263,1
QP,PNQ,GOI,11,6,18,230,0
B6,SEA,MIA,9,5,7,999,1
AS,JFK,SFO,2,3,17,475,1
B6,LAX,LAS,2,3,9,1262,1
UK,HYD,AMD,5,1,10,779,1
SG,GOI,COK,8,5,6,401,0
AA,DEN,PHX,10,1,10,996,0
QP,BLR,DEL,8,6,13,1080,0
NK,LAS,PHX,7,4,7,256,1
WN,PHX,JFK,10,5,22,1175,1
UA,JFK,LAX,4,1,18,2475,1
WN,BOS,SEA,7,3,21,1013,1
IX,BLR,CCU,8,2,12,970,0
NK,ATL,SFO,12,2,12,622,0
B6,SEA,LAS,2,3,19,199,1
SG,COK,DEL,5,5,11,1280,1
AI,PNQ,BLR,3,4,5,460,1
B6,LAS,DEN,5,3,17,436,1
QP,GOI,CCU,4,4,22,419,1
IX,COK,AMD,1,4,13,554,1
IX,HYD,BLR,1,4,15,310,1
DL,JFK,ORD,8,2,13,740,0
WN,ATL,ORD,7,3,20,606,0
AI,DEL,HYD,10,4,20,780,1
DL,ATL,BOS,2,3,21,1140,1
QP,PNQ,AMD,8,1,15,665,0
IX,COK,CCU,2,4,11,1283,1
NK,SEA,JFK,5,5,12,1256,0
B6,JFK,LAX,12,1,21,2475,1
IX,CCU,GOI,8,2,22,992,0
NK,SFO,MIA,10,2,6,615,0
AA,LAS,SEA,1,6,9,895,1
IX,DEL,HYD,11,1,14,780,1
AS,ORD,ATL,4,4,6,606,1
SG,DEL,BLR,12,0,12,1080,1
SG,GOI,CCU,9,0,7,910,1
F9,PHX,ATL,9,6,12,778,1
AA,PHX,MIA,3,3,20,292,1
AA,ORD,LAS,11,2,7,979,0
F9,JFK,BOS,5,2,22,187,0
AS,MIA,SEA,3,1,10,1373,0
F9,SEA,SFO,12,0,20,679,1
WN,ATL,DEN,4,5,20,555,1
DL,MIA,PHX,4,4,14,808,1
WN,SFO,DFW,9,5,17,1381,0
AI,AMD,GOI,9,0,15,906,0
QP,HYD,CCU,8,2,19,740,1
F9,DFW,BOS,6,0,14,1015,1
DL,DFW,MIA,10,2,16,647,1
AA,MIA,DEN,9,0,6,824,1
IX,GOI,CCU,5,6,18,1109,1
AI,PNQ,AMD,11,2,6,244,0
IX,GOI,BOM,5,3,7,265,0
F9,LAX,BOS,6,2,11,1239,0
IX,GOI,MAA,10,6,21,694,0
AA,JFK,BOS,2,4,7,187,0
AI,BLR,GOI,8,5,6,310,1
IX,BOM,GOI,10,0,18,265,1
IX,PNQ,BLR,2,4,15,460,1
AS,DFW,SFO,10,3,12,535,1
DL,DFW,ATL,9,3,12,745,0
UA,MIA,LAS,8,3,6,195,0
SG,BLR,MAA,11,5,19,180,1
B6,ORD,SFO,12,0,12,1196,0
IX,GOI,AMD,2,5,6,1123,0
UK,COK,CCU,12,1,20,295,1
6E,COK,BLR,12,3,22,230,1
6E,AMD,HYD,9,0,22,334,1
AI,AMD,GOI,3,3,17,690,0
QP,CCU,AMD,9,6,9,323,1
SG,AMD,BOM,3,0,12,275,1
NK,LAS,DEN,10,4,20,277,1
WN,MIA,BOS,4,3,13,1258,1
IX,BLR,COK,5,4,22,230,1
SG,BLR,AMD,7,2,21,885,1
B6,JFK,MIA,1,5,17,1090,1
AI,DEL,BLR,6,5,9,1080,1
DL,LAX,ORD,1,2,10,1744,1
DL,SFO,MIA,5,3,9,483,1
UK,GOI,BOM,10,2,5,265,0
WN,LAX,MIA,6,3,12,1108,1
F9,DFW,ATL,5,5,14,1240,0
QP,BLR,AMD,10,5,8,1092,0
SG,CCU,BLR,2,4,6,970,0
IX,HYD,BOM,6,2,12,390,1
AI,MAA,COK,10,4,10,340,0
UK,BLR,AMD,11,5,11,546,0
WN,PHX,ATL,4,3,9,1186,1
6E,AMD,GOI,7,5,14,308,0
UA,DFW,LAX,6,6,8,1235,1
UK,PNQ,HYD,9,2,12,1243,0
6E,DEL,PNQ,5,1,14,730,0
AS,DFW,JFK,3,2,8,1391,1
F9,ATL,PHX,11,0,5,569,1
IX,AMD,MAA,8,1,21,1332,1
NK,DFW,DEN,6,5,19,641,1
NK,ORD,JFK,11,5,5,740,0
AA,PHX,ATL,11,6,14,815,0
UK,GOI,COK,3,6,20,560,0
SG,PNQ,GOI,12,3,12,230,1
QP,CCU,COK,1,4,8,196,1
UA,LAX,SEA,3,0,7,954,0
DL,SEA,DFW,8,2,20,1193,1
UK,COK,CCU,7,1,14,946,1
QP,PNQ,MAA,12,0,7,1387,0
WN,SEA,LAS,4,5,8,749,1
UA,JFK,MIA,11,2,8,1090,1
WN,JFK,ORD,5,2,14,740,1
6E,MAA,GOI,1,4,15,1315,1
B6,ATL,PHX,1,5,14,1045,1
IX,COK,GOI,10,4,18,359,0
B6,SEA,ORD,10,0,12,601,0
F9,DFW,ORD,10,5,10,1064,1
B6,LAX,LAS,2,2,18,320,1
IX,HYD,CCU,11,1,13,740,1
UK,BOM,MAA,2,4,22,640,0
AA,ORD,PHX,2,0,15,1123,1
QP,HYD,DEL,8,5,13,780,0
AS,SEA,DFW,3,4,15,265,1
DL,DEN,SFO,5,0,7,398,0
F9,ATL,BOS,9,2,7,957,0
IX,BLR,CCU,7,5,20,970,0
AI,PNQ,GOI,10,4,9,230,1
AA,SFO,LAS,2,4,12,414,0
6E,CCU,AMD,12,3,21,272,1
DL,PHX,LAX,9,4,14,238,0
UA,JFK,BOS,5,0,6,187,1
UA,MIA,SFO,12,6,7,811,1
SG,CCU,COK,12,5,12,1116,1
AA,BOS,LAS,10,3,19,1384,0
F9,LAX,SFO,4,5,6,337,0
SG,BOM,PNQ,4,6,13,90,1
6E,BLR,HYD,5,0,8,310,1
QP,DEL,PNQ,3,6,5,730,0
AA,LAX,SFO,7,0,22,337,0
QP,BOM,GOI,8,1,7,265,1
NK,LAS,SFO,12,5,14,414,1
AA,SEA,BOS,8,6,17,481,0
AS,LAX,ORD,10,4,9,1744,0
6E,MAA,BLR,6,4,8,180,1
AA,LAS,ORD,6,1,6,660,1
UK,HYD,GOI,7,2,12,1127,1
WN,JFK,LAX,5,2,16,2475,1
AA,PHX,BOS,10,2,6,1232,1
6E,AMD,HYD,8,6,13,738,1
6E,BOM,HYD,7,1,13,390,1
UK,MAA,BLR,8,5,11,180,0
AI,DEL,GOI,7,6,17,940,1
WN,BOS,SFO,2,4,7,825,1
DL,DEN,DFW,2,2,7,641,0
UA,JFK,MIA,1,1,11,1090,1
SG,MAA,COK,11,3,5,340,1
B6,PHX,MIA,12,1,20,1210,1
IX,DEL,BOM,5,4,15,710,1
NK,DFW,SEA,8,4,8,1036,1
DL,DFW,SEA,6,1,11,201,1
UK,HYD,BOM,11,6,19,390,1
6E,PNQ,MAA,4,5,9,757,0
AI,GOI,COK,1,5,16,1325,1
QP,MAA,BOM,4,6,9,640,1
UK,BLR,BOM,8,6,12,520,1
AS,JFK,LAS,11,1,13,451,0
AA,ORD,SFO,12,5,21,1168,1
IX,CCU,PNQ,10,1,8,652,1
WN,DEN,BOS,9,1,16,1352,1
6E,AMD,BLR,12,4,22,659,1
F9,JFK,BOS,8,6,20,187,1
SG,PNQ,DEL,12,0,12,730,0
SG,DEL,AMD,2,6,14,470,0
B6,DEN,SFO,12,6,13,1268,1
F9,PHX,BOS,11,5,13,617,0
UK,COK,BOM,4,1,6,670,0
SG,AMD,HYD,6,6,20,864,0
SG,GOI,HYD,1,3,22,227,1
AI,BOM,PNQ,7,3,5,90,1
WN,ORD,BOS,11,5,8,867,1
DL,PHX,MIA,6,3,18,1105,0
SG,BOM,MAA,9,4,7,640,1
DL,LAS,MIA,10,2,7,739,0
6E,HYD,MAA,7,4,11,320,0
SG,PNQ,BOM,6,3,15,90,1
NK,DFW,SFO,12,0,5,658,1
SG,GOI,BOM,3,4,6,265,1
DL,DEN,LAX,1,6,16,862,1
SG,DEL,MAA,7,3,20,1090,1
F9,SEA,ORD,1,3,13,998,0
NK,SEA,ATL,7,1,11,489,0
UA,SFO,ORD,4,1,7,1187,0
AI,HYD,DEL,11,4,10,780,1
IX,CCU,PNQ,2,2,20,774,1
QP,AMD,DEL,12,5,11,470,0
UK,GOI,PNQ,7,1,22,230,0
AS,LAX,PHX,9,5,19,1368,1
UA,PHX,SEA,6,6,20,1107,1
